Record ID,Teacher Id,Assigned Hours,Course code,Reported Hours
A7273,19780815-0047,120,I-2900,132
A7274,19930228-0086,100,I-2900,94
A7275,19630126-0001,280,I-2901,290
A7276,19781130-0054,100,I-2901,114
A7277,19930326-0132,120,I-2901,131
A7278,19600529-0021,280,I-2902,296
A7279,19790618-0048,120,I-2902,105
A7280,19910206-0081,100,I-2902,94
A7281,19620522-0023,280,I-2903,296
A7282,19750220-0037,100,I-2903,95
A7283,19910421-0067,120,I-2903,122
A7284,19650303-0019,260,I-2904,270
A7285,19750331-0036,120,I-2904,133
A7286,19640220-0029,280,I-2905,276
A7287,19770224-0058,140,I-2905,134
A7288,19900430-0112,100,I-2905,104
A7289,19561222-0030,260,I-2906,265
A7290,19780317-0052,100,I-2906,114
A7291,19611219-0014,240,I-2907,232
A7292,19761020-0044,100,I-2907,112
A7293,19610918-0027,280,I-2908,276
A7294,19780424-0057,120,I-2908,119
A7295,19570826-0012,280,I-2909,295
A7296,19790708-0041,100,I-2909,111
A7297,19900321-0080,100,I-2909,107
A7298,19620831-0024,240,I-2910,223
A7299,19770224-0058,100,I-2910,116
A7300,19570828-0008,260,I-2911,249
A7301,19750722-0060,100,I-2911,104
A7302,19920320-0121,120,I-2911,111
A7303,19690513-0015,240,I-2912,241
A7304,19781130-0054,100,I-2912,90
A7305,19680712-0028,280,I-2913,260
A7306,19790618-0048,140,I-2913,135
A7307,19570826-0012,240,I-2914,260
A7308,19761009-0055,100,I-2914,80
A7309,19560705-0025,280,I-2915,260
A7310,19750331-0036,140,I-2915,149
A7311,19900511-0134,100,I-2915,108
A7312,19620831-0024,280,I-2916,299
A7313,19780815-0047,100,I-2916,109
A7314,19931118-0062,100,I-2916,99
A7315,19610918-0027,260,I-2917,275
A7316,19790708-0041,140,I-2917,149
A7317,19610918-0027,240,I-2918,239
A7318,19780424-0057,120,I-2918,125
A7319,19600905-0003,280,I-2919,270
A7320,19781130-0054,140,I-2919,154
A7321,19900321-0080,100,I-2919,117
A7322,19560705-0025,240,I-2920,225
A7323,19750906-0032,120,I-2920,102
A7324,19610918-0027,280,I-2921,278
A7325,19770713-0042,100,I-2921,109
A7326,19610620-0006,280,I-2922,261
A7327,19790717-0045,120,I-2922,104
A7328,19620424-0026,280,I-2923,280
A7329,19750906-0032,120,I-2923,103
A7330,19620522-0023,280,I-2924,293
A7331,19750102-0059,100,I-2924,91
A7332,19900619-0076,100,I-2924,106
A7333,19620424-0026,280,I-2925,279
A7334,19760108-0050,140,I-2925,132
A7335,19920122-0065,140,I-2925,130
A7336,19650303-0019,240,I-2926,258
A7337,19761009-0055,140,I-2926,158
A7338,19920505-0115,140,I-2926,134
A7339,19620831-0024,280,I-2927,279
A7340,19790702-0038,100,I-2927,114
A7341,19930414-0106,100,I-2927,107
A7342,19600529-0021,240,I-2928,255
A7343,19750512-0043,120,I-2928,112
A7344,19920122-0065,120,I-2928,134
A7345,19660630-0020,280,I-2929,297
A7346,19770224-0058,140,I-2929,144
A7347,19620522-0023,260,I-2930,253
A7348,19750417-0051,100,I-2930,108
A7349,19660630-0020,260,I-2931,270
A7350,19790708-0041,100,I-2931,108
A7351,19900701-0113,120,I-2931,134
A7352,19610918-0027,240,I-2932,258
A7353,19790426-0049,140,I-2932,154
A7354,19660630-0020,260,I-2933,251
A7355,19790717-0045,140,I-2933,159
A7356,19921123-0108,100,I-2933,103
A7357,19560612-0010,280,I-2934,262
A7358,19790702-0038,120,I-2934,117
A7359,19560812-0016,260,I-2935,243
A7360,19751018-0039,100,I-2935,112
A7361,19560812-0016,280,I-2936,272
A7362,19750331-0036,100,I-2936,88
A7363,19690408-0009,280,I-2937,291
A7364,19790618-0048,140,I-2937,136
A7365,19921208-0097,100,I-2937,111
A7366,19601021-0018,240,I-2938,221
A7367,19790717-0045,100,I-2938,88
A7368,19900511-0134,140,I-2938,121
A7369,19690408-0009,260,I-2939,260
A7370,19780815-0047,140,I-2939,127
A7371,19921218-0101,140,I-2939,138
A7372,19600529-0021,260,I-2940,256
A7373,19780815-0047,120,I-2940,101
A7374,19901219-0125,140,I-2940,125
A7375,19690513-0015,280,I-2941,285
A7376,19790717-0045,100,I-2941,109
A7377,19611219-0014,260,I-2942,267
A7378,19751018-0039,140,I-2942,132
A7379,19911025-0091,100,I-2942,100
A7380,19611219-0014,260,I-2943,263
A7381,19750122-0056,140,I-2943,133
A7382,19901219-0125,120,I-2943,139
A7383,19640414-0013,280,I-2944,284
A7384,19780424-0057,140,I-2944,141
A7385,19900317-0083,140,I-2944,147
A7386,19570826-0012,260,I-2945,265
A7387,19781125-0031,100,I-2945,118
A7388,19910122-0077,100,I-2945,83
A7389,19570826-0012,280,I-2946,268
A7390,19781130-0054,120,I-2946,121
A7391,19620522-0023,240,I-2947,256
A7392,19750331-0036,100,I-2947,108
A7393,19560812-0016,260,I-2948,252
A7394,19761024-0034,120,I-2948,137
A7395,19570615-0011,260,I-2949,272
A7396,19760524-0046,100,I-2949,119
A7397,19900723-0126,120,I-2949,132
A7398,19640414-0013,260,I-2950,248
A7399,19781217-0053,100,I-2950,113
A7400,19660630-0020,280,I-2951,266
A7401,19780815-0047,100,I-2951,105
A7402,19921002-0129,100,I-2951,109
A7403,19650303-0019,240,I-2952,249
A7404,19751018-0039,140,I-2952,137
A7405,19930326-0132,140,I-2952,151
A7406,19560705-0025,240,I-2953,243
A7407,19770224-0058,100,I-2953,93
A7408,19690917-0022,260,I-2954,263
A7409,19780317-0052,120,I-2954,134
A7410,19900317-0083,140,I-2954,141
A7411,19611219-0014,260,I-2955,253
A7412,19750722-0060,100,I-2955,119
A7413,19560705-0025,240,I-2956,229
A7414,19780602-0035,120,I-2956,137
A7415,19600529-0021,240,I-2957,254
A7416,19780317-0052,140,I-2957,129
A7417,19911116-0069,100,I-2957,107
A7418,19650303-0019,280,I-2958,265
A7419,19781125-0031,140,I-2958,152
A7420,19610918-0027,240,I-2959,230
A7421,19751018-0039,120,I-2959,109
A7422,19660630-0020,280,I-2960,268
A7423,19781217-0053,140,I-2960,136
A7424,19640220-0029,240,I-2961,235
A7425,19780424-0057,140,I-2961,138
A7426,19921123-0108,120,I-2961,110
A7427,19680712-0028,240,I-2962,257
A7428,19781130-0054,120,I-2962,105
A7429,19900317-0083,100,I-2962,81
A7430,19690917-0022,260,I-2963,280
A7431,19761020-0044,120,I-2963,102
A7432,19901219-0125,100,I-2963,101
A7433,19620424-0026,240,I-2964,226
A7434,19780317-0052,120,I-2964,103
A7435,19560812-0016,260,I-2965,240
A7436,19750220-0037,120,I-2965,140
A7437,19640414-0013,260,I-2966,273
A7438,19750122-0056,140,I-2966,157
A7439,19620424-0026,240,I-2967,254
A7440,19771013-0040,100,I-2967,90
A7441,19560812-0016,240,I-2968,225
A7442,19750722-0060,120,I-2968,134
A7443,19560812-0016,280,I-2969,266
A7444,19750906-0032,140,I-2969,154
A7445,19920122-0065,100,I-2969,104
A7446,19680712-0028,280,I-2970,277
A7447,19761009-0055,100,I-2970,87
A7448,19650303-0019,280,I-2971,291
A7449,19750512-0043,120,I-2971,126
A7450,19611219-0014,280,I-2972,279
A7451,19780424-0057,120,I-2972,137
A7452,19560705-0025,280,I-2973,274
A7453,19750906-0032,140,I-2973,159
A7454,19570828-0008,280,I-2974,288
A7455,19781130-0054,100,I-2974,120
A7456,19930616-0127,120,I-2974,120
A7457,19640414-0013,280,I-2975,280
A7458,19761020-0044,140,I-2975,124
A7459,19900317-0083,100,I-2975,86
A7460,19610918-0027,280,I-2976,288
A7461,19750722-0060,120,I-2976,136
A7462,19611219-0014,240,I-2977,256
A7463,19751018-0039,120,I-2977,114
A7464,19930919-0137,100,I-2977,87
A7465,19640220-0029,240,I-2978,254
A7466,19780602-0035,100,I-2978,111
A7467,19920602-0073,120,I-2978,118
A7468,19590129-0004,280,I-2979,291
A7469,19790426-0049,120,I-2979,131
A7470,19560705-0025,240,I-2980,239
A7471,19760108-0050,120,I-2980,100
A7472,19910403-0103,100,I-2980,112
A7473,19600905-0003,280,I-2981,265
A7474,19790426-0049,100,I-2981,83
A7475,19900321-0080,140,I-2981,120
A7476,19610620-0006,280,I-2982,266
A7477,19781130-0054,100,I-2982,100
A7478,19690408-0009,280,I-2983,288
A7479,19751018-0039,100,I-2983,103
A7480,19921201-0094,140,I-2983,125
A7481,19570826-0012,240,I-2984,258
A7482,19790708-0041,140,I-2984,131
A7483,19620522-0023,240,I-2985,250
A7484,19790426-0049,120,I-2985,136
A7485,19570615-0011,240,I-2986,260
A7486,19790702-0038,140,I-2986,136
A7487,19900520-0063,120,I-2986,120
A7488,19640220-0029,260,I-2987,255
A7489,19781217-0053,120,I-2987,115
A7490,19611219-0014,280,I-2988,284
A7491,19750331-0036,140,I-2988,155
A7492,19620831-0024,280,I-2989,289
A7493,19780815-0047,100,I-2989,84
A7494,19900201-0074,120,I-2989,101
A7495,19690408-0009,280,I-2990,297
A7496,19780602-0035,100,I-2990,92
A7497,19580218-0007,240,I-2991,251
A7498,19780317-0052,140,I-2991,151
A7499,19560812-0016,260,I-2992,269
A7500,19790426-0049,120,I-2992,117
A7501,19930221-0139,120,I-2992,130
A7502,19561222-0030,280,I-2993,298
A7503,19790618-0048,100,I-2993,91
A7504,19920826-0088,100,I-2993,109
A7505,19630126-0001,240,I-2994,241
A7506,19750102-0059,120,I-2994,119
A7507,19570615-0011,260,I-2995,266
A7508,19761024-0034,100,I-2995,82
A7509,19620522-0023,240,I-2996,242
A7510,19750906-0032,100,I-2996,88
A7511,19931226-0118,100,I-2996,105
A7512,19620831-0024,240,I-2997,242
A7513,19781125-0031,100,I-2997,116
A7514,19930829-0082,100,I-2997,104
A7515,19561222-0030,280,I-2998,284
A7516,19781130-0054,100,I-2998,80
A7517,19901002-0085,140,I-2998,124
A7518,19570615-0011,280,I-2999,281
A7519,19790708-0041,140,I-2999,150
A7520,19570615-0011,260,I-3000,261
A7521,19781217-0053,140,I-3000,155
A7522,19560705-0025,260,I-3001,250
A7523,19781217-0053,120,I-3001,104
A7524,19580515-0017,280,I-3002,273
A7525,19750102-0059,120,I-3002,108
A7526,19690408-0009,280,I-3003,281
A7527,19781125-0031,140,I-3003,135
A7528,19910927-0128,120,I-3003,119
A7529,19601021-0018,260,I-3004,268
A7530,19761009-0055,140,I-3004,134
A7531,19601021-0018,280,I-3005,273
A7532,19761009-0055,100,I-3005,97
A7533,19901219-0125,140,I-3005,147
A7534,19570826-0012,280,I-3006,281
A7535,19750331-0036,100,I-3006,98
A7536,19921127-0120,100,I-3006,106
A7537,19600814-0002,260,I-3007,248
A7538,19770224-0058,120,I-3007,100
A7539,19930228-0086,120,I-3007,111
A7540,19590129-0004,260,I-3008,252
A7541,19761024-0034,120,I-3008,102
A7542,19570615-0011,280,I-3009,263
A7543,19750512-0043,120,I-3009,114
A7544,19620522-0023,240,I-3010,255
A7545,19790708-0041,100,I-3010,88
A7546,19901219-0125,140,I-3010,134
A7547,19640220-0029,260,I-3011,277
A7548,19750722-0060,120,I-3011,111
A7549,19650303-0019,240,I-3012,253
A7550,19780815-0047,100,I-3012,90
A7551,19590129-0004,260,I-3013,247
A7552,19790426-0049,100,I-3013,112
A7553,19930414-0106,120,I-3013,116
A7554,19640414-0013,280,I-3014,261
A7555,19790702-0038,100,I-3014,84
A7556,19901011-0119,140,I-3014,160
A7557,19580515-0017,280,I-3015,282
A7558,19751018-0039,140,I-3015,155
A7559,19900201-0074,120,I-3015,119
A7560,19570615-0011,240,I-3016,222
A7561,19790717-0045,120,I-3016,140
A7562,19560612-0010,240,I-3017,258
A7563,19781217-0053,140,I-3017,151
A7564,19690408-0009,240,I-3018,220
A7565,19771013-0040,140,I-3018,135
A7566,19920320-0121,120,I-3018,124
A7567,19690917-0022,280,I-3019,279
A7568,19780317-0052,120,I-3019,110
A7569,19600905-0003,280,I-3020,263
A7570,19750331-0036,140,I-3020,152
A7571,19900430-0112,100,I-3020,97
A7572,19640414-0013,260,I-3021,268
A7573,19790708-0041,120,I-3021,125
A7574,19900119-0104,140,I-3021,125
A7575,19590129-0004,240,I-3022,225
A7576,19771013-0040,100,I-3022,81
A7577,19570826-0012,280,I-3023,284
A7578,19770713-0042,100,I-3023,112
A7579,19910921-0136,100,I-3023,120
A7580,19600814-0002,260,I-3024,260
A7581,19781130-0054,120,I-3024,138
A7582,19690513-0015,240,I-3025,255
A7583,19780815-0047,120,I-3025,105
A7584,19690513-0015,240,I-3026,259
A7585,19761009-0055,100,I-3026,89
A7586,19620424-0026,260,I-3027,246
A7587,19790618-0048,100,I-3027,83
A7588,19610918-0027,240,I-3028,235
A7589,19750906-0032,120,I-3028,139
A7590,19600905-0003,260,I-3029,273
A7591,19790702-0038,140,I-3029,145
A7592,19650303-0019,240,I-3030,232
A7593,19790717-0045,100,I-3030,101
A7594,19921201-0094,140,I-3030,158
A7595,19570828-0008,280,I-3031,279
A7596,19771013-0040,100,I-3031,94
A7597,19930919-0137,120,I-3031,128
A7598,19610918-0027,260,I-3032,266
A7599,19790717-0045,140,I-3032,134
A7600,19921123-0108,120,I-3032,132
A7601,19570615-0011,240,I-3033,242
A7602,19790717-0045,140,I-3033,133
A7603,19930829-0082,120,I-3033,129
A7604,19590129-0004,260,I-3034,264
A7605,19750122-0056,140,I-3034,148
A7606,19640414-0013,240,I-3035,235
A7607,19781217-0053,100,I-3035,115
A7608,19900321-0080,120,I-3035,128
A7609,19640220-0029,280,I-3036,271
A7610,19750705-0033,140,I-3036,120
A7611,19900616-0124,120,I-3036,137
A7612,19620831-0024,240,I-3037,222
A7613,19750331-0036,140,I-3037,126
A7614,19911025-0091,140,I-3037,155
A7615,19630126-0001,240,I-3038,253
A7616,19771013-0040,120,I-3038,133
A7617,19900818-0116,100,I-3038,102
A7618,19601021-0018,240,I-3039,220
A7619,19750417-0051,100,I-3039,119
A7620,19620424-0026,280,I-3040,291
A7621,19750906-0032,140,I-3040,123
A7622,19650303-0019,240,I-3041,247
A7623,19781130-0054,140,I-3041,139
A7624,19610620-0006,280,I-3042,285
A7625,19780815-0047,120,I-3042,118
A7626,19600905-0003,280,I-3043,264
A7627,19780424-0057,120,I-3043,131
A7628,19900801-0130,100,I-3043,106
A7629,19650303-0019,260,I-3044,257
A7630,19761009-0055,140,I-3044,130
A7631,19630126-0001,260,I-3045,243
A7632,19770224-0058,100,I-3045,113
A7633,19900909-0123,100,I-3045,110
A7634,19560812-0016,240,I-3046,223
A7635,19781125-0031,140,I-3046,152
A7636,19611219-0014,280,I-3047,272
A7637,19781125-0031,120,I-3047,136
A7638,19910101-0133,140,I-3047,142
A7639,19600529-0021,280,I-3048,265
A7640,19750705-0033,120,I-3048,117
A7641,19560612-0010,260,I-3049,257
A7642,19760524-0046,140,I-3049,128
A7643,19580218-0007,240,I-3050,253
A7644,19790702-0038,100,I-3050,93
A7645,19560812-0016,260,I-3051,253
A7646,19790702-0038,120,I-3051,129
A7647,19900201-0074,120,I-3051,127
A7648,19570826-0012,280,I-3052,276
A7649,19750122-0056,120,I-3052,107
A7650,19930228-0086,120,I-3052,124
A7651,19630126-0001,280,I-3053,281
A7652,19751018-0039,100,I-3053,87
A7653,19600529-0021,280,I-3054,280
A7654,19751018-0039,120,I-3054,117
A7655,19900902-0090,100,I-3054,100
A7656,19660630-0020,280,I-3055,294
A7657,19780602-0035,100,I-3055,119
A7658,19580218-0007,240,I-3056,230
A7659,19750102-0059,100,I-3056,97
A7660,19900430-0112,140,I-3056,134
A7661,19620424-0026,260,I-3057,240
A7662,19750102-0059,120,I-3057,119
A7663,19570615-0011,260,I-3058,276
A7664,19761020-0044,100,I-3058,83
A7665,19690408-0009,260,I-3059,277
A7666,19750102-0059,100,I-3059,120
A7667,19920504-0093,100,I-3059,110
A7668,19570826-0012,260,I-3060,257
A7669,19790717-0045,120,I-3060,114
A7670,19630126-0001,240,I-3061,248
A7671,19751018-0039,120,I-3061,100
A7672,19910327-0096,140,I-3061,135
A7673,19610918-0027,280,I-3062,297
A7674,19760108-0050,100,I-3062,95
A7675,19560612-0010,240,I-3063,228
A7676,19780317-0052,140,I-3063,160
A7677,19931212-0079,100,I-3063,117
A7678,19600814-0002,240,I-3064,236
A7679,19750331-0036,140,I-3064,152
A7680,19900520-0063,120,I-3064,118
A7681,19620424-0026,260,I-3065,278
A7682,19761009-0055,100,I-3065,85
A7683,19570828-0008,280,I-3066,266
A7684,19770224-0058,120,I-3066,123
A7685,19921218-0101,120,I-3066,104
A7686,19600814-0002,280,I-3067,293
A7687,19750331-0036,120,I-3067,136
A7688,19680712-0028,280,I-3068,279
A7689,19760524-0046,100,I-3068,82
A7690,19611219-0014,280,I-3069,298
A7691,19780815-0047,100,I-3069,118
A7692,19570828-0008,260,I-3070,270
A7693,19770224-0058,120,I-3070,114
A7694,19930302-0135,100,I-3070,83
A7695,19680712-0028,260,I-3071,248
A7696,19760108-0050,140,I-3071,152
A7697,19910101-0133,120,I-3071,139
A7698,19650303-0019,240,I-3072,224
A7699,19750722-0060,120,I-3072,129
A7700,19901219-0125,100,I-3072,86
A7701,19640414-0013,280,I-3073,274
A7702,19780424-0057,140,I-3073,160
A7703,19930512-0117,140,I-3073,158
A7704,19620522-0023,240,I-3074,258
A7705,19780424-0057,100,I-3074,111
A7706,19640220-0029,240,I-3075,260
A7707,19750102-0059,140,I-3075,153
A7708,19600905-0003,240,I-3076,226
A7709,19780602-0035,140,I-3076,135
A7710,19690917-0022,280,I-3077,283
A7711,19750417-0051,100,I-3077,80
A7712,19590129-0004,240,I-3078,225
A7713,19751018-0039,120,I-3078,108
A7714,19911116-0069,100,I-3078,81
A7715,19690917-0022,260,I-3079,264
A7716,19750122-0056,140,I-3079,154
A7717,19600905-0003,260,I-3080,265
A7718,19780602-0035,140,I-3080,125
A7719,19921123-0108,120,I-3080,106
A7720,19640414-0013,280,I-3081,271
A7721,19790717-0045,140,I-3081,145
A7722,19901026-0111,120,I-3081,132
A7723,19680712-0028,240,I-3082,254
A7724,19790708-0041,140,I-3082,150
A7725,19931212-0079,100,I-3082,80
A7726,19561222-0030,240,I-3083,260
A7727,19750417-0051,140,I-3083,142
A7728,19600905-0003,260,I-3084,272
A7729,19780815-0047,140,I-3084,156
A7730,19930709-0100,120,I-3084,121
A7731,19580515-0017,260,I-3085,262
A7732,19781130-0054,140,I-3085,131
A7733,19921002-0129,120,I-3085,111
A7734,19610918-0027,280,I-3086,270
A7735,19790702-0038,140,I-3086,132
A7736,19901108-0087,140,I-3086,147
A7737,19561222-0030,260,I-3087,260
A7738,19761009-0055,140,I-3087,131
A7739,19901219-0125,140,I-3087,157
A7740,19690917-0022,260,I-3088,263
A7741,19780602-0035,140,I-3088,154
A7742,19900616-0124,100,I-3088,99
A7743,19690408-0009,260,I-3089,264
A7744,19781125-0031,140,I-3089,147
A7745,19580218-0007,260,I-3090,247
A7746,19750102-0059,140,I-3090,151
A7747,19930709-0100,100,I-3090,87
A7748,19610620-0006,240,I-3091,224
A7749,19750331-0036,140,I-3091,139
A7750,19910403-0131,140,I-3091,135
A7751,19610620-0006,260,I-3092,244
A7752,19780424-0057,120,I-3092,105
A7753,19900801-0130,100,I-3092,87
A7754,19580218-0007,240,I-3093,222
A7755,19750906-0032,140,I-3093,125
A7756,19930709-0100,100,I-3093,91
A7757,19620424-0026,260,I-3094,255
A7758,19750906-0032,120,I-3094,125
A7759,19900520-0063,140,I-3094,141
A7760,19610623-0005,260,I-3095,244
A7761,19750417-0051,100,I-3095,97
A7762,19640220-0029,280,I-3096,277
A7763,19770224-0058,100,I-3096,92
A7764,19921208-0097,100,I-3096,99
A7765,19570828-0008,260,I-3097,246
A7766,19760524-0046,140,I-3097,140
A7767,19570826-0012,280,I-3098,294
A7768,19750102-0059,100,I-3098,117
A7769,19921218-0101,100,I-3098,110
A7770,19640414-0013,260,I-3099,250
A7771,19780815-0047,120,I-3099,126
A7772,19900119-0104,140,I-3099,130
A7773,19560705-0025,260,I-3100,258
A7774,19750331-0036,120,I-3100,110
A7775,19660630-0020,280,I-3101,268
A7776,19750122-0056,100,I-3101,89
A7777,19610918-0027,240,I-3102,235
A7778,19781130-0054,140,I-3102,121
A7779,19920226-0075,100,I-3102,82
A7780,19690917-0022,260,I-3103,242
A7781,19780317-0052,120,I-3103,107
A7782,19600905-0003,280,I-3104,285
A7783,19790702-0038,100,I-3104,116
A7784,19910514-0068,100,I-3104,115
A7785,19610623-0005,260,I-3105,249
A7786,19790426-0049,140,I-3105,153
A7787,19570615-0011,280,I-3106,292
A7788,19750331-0036,100,I-3106,117
A7789,19630126-0001,260,I-3107,279
A7790,19750102-0059,100,I-3107,116
A7791,19640414-0013,260,I-3108,259
A7792,19790618-0048,140,I-3108,147
A7793,19690408-0009,280,I-3109,274
A7794,19750331-0036,140,I-3109,149
A7795,19640220-0029,240,I-3110,243
A7796,19760108-0050,120,I-3110,119
A7797,19610918-0027,280,I-3111,266
A7798,19761020-0044,120,I-3111,127
A7799,19600529-0021,260,I-3112,249
A7800,19760108-0050,100,I-3112,115
A7801,19910514-0068,100,I-3112,114
A7802,19570828-0008,260,I-3113,261
A7803,19761020-0044,120,I-3113,131
A7804,19921127-0120,120,I-3113,115
A7805,19680712-0028,260,I-3114,271
A7806,19750331-0036,100,I-3114,118
A7807,19920320-0121,120,I-3114,113
A7808,19600529-0021,260,I-3115,242
A7809,19751018-0039,140,I-3115,137
A7810,19630126-0001,240,I-3116,235
A7811,19750906-0032,100,I-3116,107
A7812,19930906-0110,100,I-3116,114
A7813,19690513-0015,260,I-3117,275
A7814,19761020-0044,120,I-3117,111
A7815,19920206-0072,140,I-3117,123
A7816,19640220-0029,240,I-3118,242
A7817,19751018-0039,100,I-3118,81
A7818,19910206-0081,100,I-3118,88
A7819,19640220-0029,280,I-3119,295
A7820,19750417-0051,140,I-3119,139
A7821,19640220-0029,280,I-3120,276
A7822,19760524-0046,140,I-3120,148
A7823,19900124-0064,140,I-3120,147
A7824,19690408-0009,280,I-3121,265
A7825,19780424-0057,100,I-3121,114
A7826,19910820-0078,140,I-3121,146
A7827,19640220-0029,260,I-3122,247
A7828,19781217-0053,140,I-3122,145
A7829,19901108-0087,120,I-3122,114
A7830,19580218-0007,240,I-3123,235
A7831,19761009-0055,140,I-3123,132
A7832,19600529-0021,260,I-3124,271
A7833,19770224-0058,120,I-3124,116
A7834,19580515-0017,240,I-3125,232
A7835,19750102-0059,120,I-3125,135
A7836,19920917-0109,120,I-3125,119
A7837,19690917-0022,240,I-3126,235
A7838,19790618-0048,140,I-3126,133
A7839,19921201-0094,100,I-3126,107
A7840,19610918-0027,240,I-3127,248
A7841,19750417-0051,140,I-3127,151
A7842,19900723-0126,100,I-3127,107
A7843,19610623-0005,260,I-3128,249
A7844,19750906-0032,120,I-3128,139
A7845,19910403-0103,120,I-3128,135
A7846,19640414-0013,280,I-3129,297
A7847,19760524-0046,120,I-3129,114
A7848,19921002-0129,100,I-3129,80
A7849,19690513-0015,240,I-3130,248
A7850,19790618-0048,100,I-3130,98
A7851,19690513-0015,240,I-3131,251
A7852,19750331-0036,120,I-3131,101
A7853,19560812-0016,280,I-3132,298
A7854,19790618-0048,140,I-3132,138
A7855,19560705-0025,280,I-3133,283
A7856,19790717-0045,120,I-3133,133
A7857,19690917-0022,240,I-3134,229
A7858,19750722-0060,140,I-3134,133
A7859,19640220-0029,260,I-3135,241
A7860,19790708-0041,120,I-3135,127
A7861,19650303-0019,280,I-3136,286
A7862,19761009-0055,120,I-3136,126
A7863,19620424-0026,240,I-3137,231
A7864,19780815-0047,140,I-3137,144
A7865,19920602-0073,140,I-3137,120
A7866,19640414-0013,280,I-3138,283
A7867,19750331-0036,140,I-3138,157
A7868,19650303-0019,260,I-3139,245
A7869,19760524-0046,100,I-3139,119
A7870,19690917-0022,240,I-3140,239
A7871,19750220-0037,140,I-3140,136
A7872,19580218-0007,240,I-3141,225
A7873,19790702-0038,100,I-3141,80
A7874,19570615-0011,280,I-3142,300
A7875,19790717-0045,140,I-3142,153
A7876,19590129-0004,280,I-3143,286
A7877,19750705-0033,120,I-3143,122
A7878,19900124-0064,120,I-3143,103
A7879,19580218-0007,280,I-3144,269
A7880,19781125-0031,120,I-3144,120
A7881,19660630-0020,280,I-3145,279
A7882,19781217-0053,140,I-3145,157
A7883,19640220-0029,280,I-3146,298
A7884,19750122-0056,100,I-3146,119
A7885,19690917-0022,260,I-3147,261
A7886,19781217-0053,100,I-3147,98
A7887,19650303-0019,260,I-3148,242
A7888,19781125-0031,120,I-3148,105
A7889,19920828-0070,120,I-3148,106
A7890,19640414-0013,260,I-3149,249
A7891,19750906-0032,140,I-3149,143
A7892,19930919-0137,140,I-3149,138
A7893,19560612-0010,240,I-3150,231
A7894,19750122-0056,140,I-3150,139
A7895,19900909-0123,100,I-3150,110
A7896,19610918-0027,260,I-3151,249
A7897,19781217-0053,140,I-3151,149
A7898,19601021-0018,280,I-3152,287
A7899,19790702-0038,100,I-3152,96
A7900,19610918-0027,240,I-3153,243
A7901,19781217-0053,140,I-3153,130
A7902,19900201-0074,100,I-3153,89
A7903,19570615-0011,240,I-3154,240
A7904,19790702-0038,120,I-3154,132
A7905,19930512-0117,120,I-3154,107
A7906,19590129-0004,280,I-3155,274
A7907,19790618-0048,100,I-3155,103
A7908,19580218-0007,280,I-3156,284
A7909,19750512-0043,120,I-3156,133
A7910,19920602-0073,100,I-3156,93
A7911,19650303-0019,280,I-3157,277
A7912,19790717-0045,140,I-3157,145
A7913,19690917-0022,280,I-3158,269
A7914,19781217-0053,140,I-3158,136
A7915,19911025-0091,120,I-3158,104
A7916,19600814-0002,280,I-3159,263
A7917,19750906-0032,100,I-3159,120
A7918,19910214-0084,100,I-3159,85
A7919,19690917-0022,280,I-3160,276
A7920,19780424-0057,140,I-3160,144
A7921,19600529-0021,260,I-3161,248
A7922,19790618-0048,120,I-3161,126
A7923,19640414-0013,260,I-3162,265
A7924,19760524-0046,140,I-3162,154
A7925,19910820-0078,120,I-3162,137
A7926,19580515-0017,240,I-3163,225
A7927,19770713-0042,100,I-3163,103
A7928,19900616-0124,140,I-3163,133
A7929,19590129-0004,260,I-3164,251
A7930,19750331-0036,100,I-3164,87
A7931,19930228-0086,120,I-3164,107
A7932,19580515-0017,240,I-3165,220
A7933,19790702-0038,100,I-3165,116
A7934,19600814-0002,240,I-3166,224
A7935,19750512-0043,120,I-3166,136
A7936,19570826-0012,260,I-3167,261
A7937,19750220-0037,140,I-3167,120
A7938,19650303-0019,260,I-3168,251
A7939,19750331-0036,120,I-3168,140
A7940,19660630-0020,240,I-3169,241
A7941,19770713-0042,120,I-3169,107
A7942,19600529-0021,260,I-3170,246
A7943,19780317-0052,120,I-3170,130
A7944,19690917-0022,260,I-3171,247
A7945,19750722-0060,120,I-3171,140
A7946,19640414-0013,240,I-3172,250
A7947,19760524-0046,140,I-3172,144
A7948,19580515-0017,240,I-3173,233
A7949,19790618-0048,140,I-3173,157
A7950,19580515-0017,240,I-3174,252
A7951,19770224-0058,100,I-3174,105
A7952,19610620-0006,280,I-3175,282
A7953,19750331-0036,100,I-3175,115
A7954,19920917-0109,140,I-3175,143
A7955,19570828-0008,280,I-3176,263
A7956,19760108-0050,100,I-3176,82
A7957,19921208-0097,120,I-3176,121
A7958,19611219-0014,280,I-3177,281
A7959,19750705-0033,140,I-3177,150
A7960,19630126-0001,240,I-3178,243
A7961,19780317-0052,120,I-3178,101
A7962,19900902-0114,140,I-3178,133
A7963,19610620-0006,240,I-3179,248
A7964,19750906-0032,120,I-3179,118
A7965,19620831-0024,240,I-3180,251
A7966,19780815-0047,100,I-3180,109
A7967,19910421-0067,100,I-3180,95
A7968,19620831-0024,260,I-3181,279
A7969,19781130-0054,120,I-3181,131
A7970,19620424-0026,280,I-3182,294
